[ORM]2019/03/12 15:56:11  -[Queries/default] - [  OK /    db.Query /     0.9ms] - [SELECT T0.`id`, T0.`name`, T0.`sex`, T0.`age` FROM `user` T0 LIMIT 10]
[ORM]2019/03/12 15:56:17  -[Queries/default] - [  OK /    db.Query /    10.9ms] - [SELECT T0.`id`, T0.`name`, T0.`sex`, T0.`age` FROM `user` T0 LIMIT 10]
[ORM]2019/03/12 15:56:36  -[Queries/default] - [  OK /    db.Query /     1.0ms] - [SELECT T0.`id`, T0.`name`, T0.`sex`, T0.`age` FROM `user` T0 LIMIT 10]
[ORM]2019/03/12 16:49:21  -[Queries/default] - [  OK /    db.Query /     1.9ms] - [SELECT T0.`id`, T0.`name`, T0.`sex`, T0.`age` FROM `user` T0 LIMIT 10]
[ORM]2019/03/12 16:54:26  -[Queries/default] - [  OK / db.QueryRow /     3.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:04:27  -[Queries/default] - [  OK / db.QueryRow /     7.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:04:29  -[Queries/default] - [  OK / db.QueryRow /     2.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:04:30  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:04:32  -[Queries/default] - [  OK / db.QueryRow /     4.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:04:33  -[Queries/default] - [  OK / db.QueryRow /     3.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:04:34  -[Queries/default] - [  OK / db.QueryRow /    29.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:04:52  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:04:53  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:04:55  -[Queries/default] - [  OK / db.QueryRow /     2.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:04:56  -[Queries/default] - [  OK / db.QueryRow /     2.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:04:58  -[Queries/default] - [  OK / db.QueryRow /     0.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:05:00  -[Queries/default] - [  OK / db.QueryRow /    10.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:05:41  -[Queries/default] - [  OK / db.QueryRow /     9.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:06:56  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:07:03  -[Queries/default] - [  OK / db.QueryRow /     2.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:07:04  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:07:05  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:07:09  -[Queries/default] - [  OK / db.QueryRow /     4.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:07:11  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:08:03  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:09:34  -[Queries/default] - [  OK / db.QueryRow /    16.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:09:35  -[Queries/default] - [  OK / db.QueryRow /     0.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:09:36  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:09:37  -[Queries/default] - [  OK / db.QueryRow /     6.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:09:38  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:09:39  -[Queries/default] - [  OK / db.QueryRow /     4.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:09:40  -[Queries/default] - [  OK / db.QueryRow /     2.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:09:42  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:09:46  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:10:03  -[Queries/default] - [  OK / db.QueryRow /     2.9ms] - [SELECT `id`, `name`, `sex`, `age` FROM `user` WHERE `id` = ? ] - `1`
[ORM]2019/03/12 17:10:17  -[Queries/default] - [  OK / db.QueryRow /     6.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:13:01  -[Queries/default] - [  OK / db.QueryRow /    36.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:13:02  -[Queries/default] - [  OK / db.QueryRow /     7.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:13:03  -[Queries/default] - [  OK / db.QueryRow /     3.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:13:04  -[Queries/default] - [  OK / db.QueryRow /    12.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:13:05  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:13:06  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:21:31  -[Queries/default] - [  OK / db.QueryRow /     7.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:21:34  -[Queries/default] - [  OK / db.QueryRow /    30.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:21:36  -[Queries/default] - [  OK / db.QueryRow /     4.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:21:37  -[Queries/default] - [  OK / db.QueryRow /     2.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:21:40  -[Queries/default] - [  OK / db.QueryRow /     3.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:21:41  -[Queries/default] - [  OK / db.QueryRow /     0.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:21:41  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:21:41  -[Queries/default] - [  OK / db.QueryRow /     3.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:21:42  -[Queries/default] - [  OK / db.QueryRow /     2.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:21:42  -[Queries/default] - [  OK / db.QueryRow /     4.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:21:42  -[Queries/default] - [  OK / db.QueryRow /     3.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:21:43  -[Queries/default] - [  OK / db.QueryRow /     9.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:01  -[Queries/default] - [  OK / db.QueryRow /     2.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:02  -[Queries/default] - [  OK / db.QueryRow /    21.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:04  -[Queries/default] - [  OK / db.QueryRow /    21.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:06  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:07  -[Queries/default] - [  OK / db.QueryRow /    16.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:07  -[Queries/default] - [  OK / db.QueryRow /     4.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:08  -[Queries/default] - [  OK / db.QueryRow /    10.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:08  -[Queries/default] - [  OK / db.QueryRow /    21.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:08  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:08  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:09  -[Queries/default] - [  OK / db.QueryRow /    18.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:09  -[Queries/default] - [  OK / db.QueryRow /     7.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:09  -[Queries/default] - [  OK / db.QueryRow /     9.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:09  -[Queries/default] - [  OK / db.QueryRow /     1.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:09  -[Queries/default] - [  OK / db.QueryRow /     5.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:15  -[Queries/default] - [  OK / db.QueryRow /     4.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:18  -[Queries/default] - [  OK / db.QueryRow /     3.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:50  -[Queries/default] - [  OK / db.QueryRow /     2.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:52  -[Queries/default] - [  OK / db.QueryRow /    28.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:53  -[Queries/default] - [  OK / db.QueryRow /    18.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:54  -[Queries/default] - [  OK / db.QueryRow /    33.4ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:55  -[Queries/default] - [  OK / db.QueryRow /     3.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:22:56  -[Queries/default] - [  OK / db.QueryRow /     8.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
[ORM]2019/03/12 17:23:06  -[Queries/default] - [  OK / db.QueryRow /     8.9ms] - [SELECT `id`, `channel`, `order`, `ticket_id`, `mobile`, `code`, `status`, `send_status`, `send_result`, `create_time`, `update_time`, `send_time`, `user_id` FROM `a_box_code` WHERE `id` = ? ] - `0`
